Category,Model,Rating,RaterID,Score
Joyful-Smiling,leslie,Kawaii,nivedita bhavsar,4
Joyful-Smiling,leslie,Warmth,nivedita bhavsar,4
Joyful-Smiling,leslie,Expressiveness,nivedita bhavsar,3
Dependant-Needy,margot,Kawaii,nivedita bhavsar,2
Dependant-Needy,margot,Warmth,nivedita bhavsar,2
Dependant-Needy,margot,Expressiveness,nivedita bhavsar,2
